WL	QE	DSig	MSig	Mcorr	RPI	DSD	M SD	R SD	GC	ver. 1.4.1.56090
270.0	3.1878E+0	2.7376E-4	7.7988E-4	1.0004E+0	8.5943E-5	8.896	2.500	11.485	CB-CA-D-3-0
275.0	2.3200E+0	3.1235E-4	1.0569E-3	1.0038E+0	1.3566E-4	9.315	1.378	9.652	CB-CA-D-3-1
280.0	1.9322E+0	3.7951E-4	1.3996E-3	9.8680E-1	1.9126E-4	2.950	0.449	3.404	CB-CA-D-3-2
285.0	1.8866E+0	4.8334E-4	1.7488E-3	1.0010E+0	2.5671E-4	0.934	0.654	0.403	CB-CA-D-3-0
290.0	1.7390E+0	5.4838E-4	2.0948E-3	9.9563E-1	3.1258E-4	4.898	0.115	4.835	CB-CA-D-3-0
295.0	1.6588E+0	6.1639E-4	2.4790E-3	9.9748E-1	3.6972E-4	2.981	0.550	3.499	CB-CA-D-3-0
300.0	1.5542E+0	6.6910E-4	2.8519E-3	9.9969E-1	4.3025E-4	2.381	0.265	2.162	CB-CA-D-3-0
305.0	1.5170E+0	7.4981E-4	3.2102E-3	9.9679E-1	4.9112E-4	1.416	0.429	1.823	CB-CA-D-3-0
310.0	1.4974E+0	8.3448E-4	3.5098E-3	1.0007E+0	5.5808E-4	0.860	0.190	1.014	CB-CA-D-3-1
315.0	1.3894E+0	8.7626E-4	3.8070E-3	9.9546E-1	6.2497E-4	3.032	0.315	2.739	CB-CA-D-3-0
320.0	1.3747E+0	9.6627E-4	4.0451E-3	9.9097E-1	6.9028E-4	1.585	0.529	1.340	CB-CA-D-3-1
325.0	1.3292E+0	1.0231E-3	4.2829E-3	9.9044E-1	7.5507E-4	3.093	0.266	3.294	CB-CA-D-3-1
330.0	1.2890E+0	1.0688E-3	4.4749E-3	9.8821E-1	8.0971E-4	3.293	0.347	3.224	CB-CA-D-3-1
335.0	1.2579E+0	1.1156E-3	4.6574E-3	9.8987E-1	8.6899E-4	0.939	0.314	0.894	CB-CA-D-3-1
340.0	1.2143E+0	1.1372E-3	4.7908E-3	9.8897E-1	9.1595E-4	0.353	0.250	0.580	CB-CA-D-3-1
345.0	1.2119E+0	1.1793E-3	4.8899E-3	9.8998E-1	9.5373E-4	0.893	0.383	1.244	CB-CA-D-3-0
350.0	1.2474E+0	1.2359E-3	4.9197E-3	9.8983E-1	9.7076E-4	2.190	0.379	2.213	M-CA-D-3-0
355.0	1.3040E+0	1.2714E-3	4.8315E-3	9.8093E-1	9.3816E-4	2.326	0.148	2.414	M-CA-D-3-0
360.0	1.4045E+0	1.3042E-3	4.6043E-3	9.7567E-1	8.8397E-4	2.072	0.086	2.004	M-CA-D-3-2
365.0	1.6476E+0	1.3177E-3	4.0853E-3	9.6780E-1	7.4906E-4	1.554	0.407	1.955	M-CA-D-3-0
370.0	2.0633E+0	1.1813E-3	3.1652E-3	9.4704E-1	5.1348E-4	0.505	0.275	0.249	CB-CA-D-3-0
375.0	2.8909E+0	9.3324E-4	2.0236E-3	9.3187E-1	2.8033E-4	2.211	0.376	1.838	CB-CA-D-3-0
380.0	6.1555E+0	2.4433E-2	2.6983E-2	1.0177E+0	4.1111E-3	0.345	0.322	0.036	CA-CA-D-3-0
385.0	8.6474E+0	3.7502E-2	3.4795E-2	1.0147E+0	4.4653E-3	0.140	0.152	0.036	CA-CA-D-3-1
390.0	1.1485E+1	5.3668E-2	4.3417E-2	1.0105E+0	4.7714E-3	0.166	0.169	0.113	B-CA-D-3-1
395.0	1.4627E+1	7.0938E-2	5.1614E-2	1.0124E+0	4.9706E-3	0.334	0.354	0.031	B-B-D-3-0
400.0	1.8115E+1	9.1550E-2	6.0947E-2	1.0066E+0	5.1213E-3	0.252	0.278	0.031	B-B-D-3-0
405.0	2.1813E+1	1.1475E-1	7.1526E-2	1.0112E+0	5.3793E-3	0.076	0.073	0.003	B-B-D-3-2
410.0	2.5341E+1	1.3975E-1	8.2882E-2	9.9843E-1	5.4973E-3	0.356	0.365	0.021	B-B-D-3-0
415.0	2.8685E+1	1.6159E-1	9.2416E-2	1.0027E+0	5.6639E-3	0.441	0.455	0.015	B-B-D-3-0
420.0	3.2234E+1	1.8408E-1	1.0214E-1	1.0077E+0	5.7987E-3	0.156	0.155	0.001	B-B-D-3-0
425.0	3.5728E+1	2.0968E-1	1.1354E-1	1.0023E+0	5.8956E-3	0.237	0.237	0.003	B-B-D-3-1
430.0	3.9097E+1	2.3678E-1	1.2576E-1	1.0019E+0	6.0792E-3	0.150	0.160	0.010	B-B-D-3-1
435.0	4.2107E+1	2.6108E-1	1.3668E-1	1.0099E+0	6.3242E-3	0.099	0.112	0.013	B-B-D-3-0
440.0	4.5205E+1	2.9597E-1	1.5296E-1	1.0003E+0	6.5517E-3	0.108	0.116	0.012	B-B-D-3-0
445.0	4.8094E+1	3.3161E-1	1.6969E-1	1.0098E+0	7.0305E-3	0.157	0.155	0.005	B-B-D-3-0
450.0	5.0880E+1	3.6465E-1	1.8508E-1	1.0044E+0	7.2300E-3	0.215	0.219	0.005	B-B-D-3-4
455.0	5.3385E+1	4.0848E-1	2.0591E-1	1.0060E+0	7.7430E-3	0.289	0.295	0.006	B-B-D-3-0
460.0	5.5960E+1	4.7405E-1	2.3745E-1	9.9982E-1	8.4680E-3	0.343	0.394	0.088	M-B-D-3-0
465.0	5.8156E+1	5.0051E-1	2.4960E-1	9.9686E-1	8.5524E-3	0.294	0.287	0.008	A-B-D-3-0
470.0	6.0599E+1	4.8179E-1	2.3890E-1	9.9898E-1	7.9342E-3	0.494	0.505	0.012	B-B-D-3-0
